Id,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,ScreenPorch,MiscVal,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice_log,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,HeatingQC,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,MoSold,YrSold,YrBltAndRemod,NewFirePlaces,NewExterQualCond,NewCentrAirElec,NewKitchen,NewSale,SalePrice,1stFlrSF²,1stFlrSFGarageArea,GarageArea²,PR3_6,PR3_7,PR3_8,PR3_9,PR3_10,PR3_11,PR3_12,PR3_13,PR3_14,PR3_15,PR3_16,PR3_17,PR3_18,PR3_19,PR3_20,PR3_21,PR3_22,PR3_23,PR3_24,PR3_25,PR3_26,PR3_27,PR3_28,PR3_29,PR3_30,PR3_31,PR3_32,PR3_33,PR3_34,PR3_35,PR3_36,PR3_37,PR3_38,PR3_39,PR3_40,PR3_41,PR3_42,PR3_43,PR3_44,PR3_45,PR3_46,PR3_47,PR3_48,PR3_49,PR3_50,PR3_51,PR3_52,PR3_53,PR3_54,PR3_55
490,0.0,515,115,630,630,0,630,286,0,0,1260,1145,2.0,0,0,0,1,1,0,11.362102575235644,2,3,1,1,2,1,1,1,1,3,2,2,1,1,3,2,3,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,3,14,21,11,13,11,86000,396900.0,180180.0,81796.0,265225.0,59225.0,324450.0,0.0,324450.0,13225.0,72450.0,0.0,72450.0,396900.0,0.0,396900.0,0.0,0.0,396900.0,136590875.0,30500875.0,167091750.0,0.0,167091750.0,6810875.0,37311750.0,0.0,37311750.0,204403500.0,0.0,204403500.0,0.0,0.0,204403500.0,1520875.0,8331750.0,0.0,8331750.0,45643500.0,0.0,45643500.0,0.0,0.0,45643500.0,250047000.0,0.0,250047000.0,0.0,0.0,250047000.0,0.0,0.0,0.0,250047000.0
741,0.0,0,264,264,768,664,1432,360,0,0,1696,1432,2.0,382,0,1,1,1,0,11.790557201568507,3,3,1,2,1,1,1,1,1,3,2,1,2,2,3,1,3,2,2,2,1,2,3,3,1,2,1,1,1,1,1,2,1,1,3,1,3,1,2,3,1,2,1,4,1,3,3,1,2,1,14,21,11,12,12,132000,589824.0,276480.0,129600.0,0.0,0.0,0.0,0.0,0.0,69696.0,69696.0,175296.0,378048.0,69696.0,175296.0,378048.0,440896.0,950848.0,2050624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18399744.0,18399744.0,46278144.0,99804672.0,18399744.0,46278144.0,99804672.0,116396544.0,251023872.0,541364736.0,18399744.0,46278144.0,99804672.0,116396544.0,251023872.0,541364736.0,292754944.0,631363072.0,1361614336.0,2936493568.0
1357,65.0,340,524,864,892,0,892,264,0,0,1756,1232,1.0,0,0,0,1,1,0,11.608235644774552,1,2,2,2,2,1,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,1,2,1,3,2,14,21,11,12,11,110000,795664.0,235488.0,69696.0,115600.0,178160.0,293760.0,0.0,303280.0,274576.0,452736.0,0.0,467408.0,746496.0,0.0,770688.0,0.0,0.0,795664.0,39304000.0,60574400.0,99878400.0,0.0,103115200.0,93355840.0,153930240.0,0.0,158918720.0,253808640.0,0.0,262033920.0,0.0,0.0,270525760.0,143877824.0,237233664.0,0.0,244921792.0,391163904.0,0.0,403840512.0,0.0,0.0,416927936.0,644972544.0,0.0,665874432.0,0.0,0.0,687453696.0,0.0,0.0,0.0,709732288.0
264,0.0,234,0,926,926,0,1316,484,0,0,1852,1852,2.0,0,0,0,1,1,0,11.77528972943772,3,3,1,1,2,1,1,2,1,3,2,1,1,2,3,1,3,2,2,2,1,2,2,1,1,2,3,2,2,2,1,1,1,2,3,1,3,2,2,3,1,1,1,1,1,1,1,1,5,2,14,21,11,12,11,130000,857476.0,448184.0,234256.0,54756.0,0.0,216684.0,0.0,307944.0,0.0,0.0,0.0,0.0,857476.0,0.0,1218616.0,0.0,0.0,1731856.0,12812904.0,0.0,50704056.0,0.0,72058896.0,0.0,0.0,0.0,0.0,200649384.0,0.0,285156144.0,0.0,0.0,405254304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794022776.0,0.0,1128438416.0,0.0,0.0,1603698656.0,0.0,0.0,0.0,2279122496.0
154,0.0,429,93,1602,1252,0,1252,564,0,0,2854,2761,2.0,409,0,0,1,1,1,12.367340793126296,1,2,3,3,2,1,1,1,1,2,2,1,2,3,3,2,2,2,1,2,1,2,2,1,2,2,3,4,2,2,1,1,1,1,2,1,1,2,1,3,1,1,1,4,1,1,1,1,3,2,22,21,11,12,11,235000,1567504.0,706128.0,318096.0,184041.0,39897.0,687258.0,0.0,537108.0,8649.0,148986.0,0.0,116436.0,2566404.0,0.0,2005704.0,0.0,0.0,1567504.0,78953589.0,17115813.0,294833682.0,0.0,230419332.0,3710421.0,63914994.0,0.0,49951044.0,1100987316.0,0.0,860447016.0,0.0,0.0,672459216.0,804357.0,13855698.0,0.0,10828548.0,238675572.0,0.0,186530472.0,0.0,0.0,145777872.0,4111379208.0,0.0,3213137808.0,0.0,0.0,2511141408.0,0.0,0.0,0.0,1962515008.0
666,40.0,0,1406,1406,1454,482,1936,504,0,0,3342,1936,2.5,312,0,1,1,1,1,12.34800614141884,1,2,4,3,2,2,1,2,1,2,2,1,2,4,2,3,3,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,4,4,1,1,1,1,3,23,11,11,13,11,230500,2114116.0,732816.0,254016.0,0.0,0.0,0.0,0.0,0.0,1976836.0,1976836.0,677692.0,2722016.0,1976836.0,677692.0,2722016.0,232324.0,933152.0,3748096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2779431416.0,2779431416.0,952834952.0,3827154496.0,2779431416.0,952834952.0,3827154496.0,326647544.0,1312011712.0,5269822976.0,2779431416.0,952834952.0,3827154496.0,326647544.0,1312011712.0,5269822976.0,111980168.0,449779264.0,1806582272.0,7256313856.0
272,0.0,226,96,1385,1363,0,1363,439,0,0,2748,2652,2.0,81,0,0,1,1,1,12.394624752074764,1,2,2,4,2,2,2,3,2,2,2,1,2,4,3,1,3,2,2,2,1,2,2,1,2,2,3,4,1,2,1,1,1,1,3,1,1,1,2,3,1,1,1,1,1,1,1,1,3,2,23,21,11,12,11,241500,1857769.0,598357.0,192721.0,51076.0,21696.0,313010.0,0.0,308038.0,9216.0,132960.0,0.0,130848.0,1918225.0,0.0,1887755.0,0.0,0.0,1857769.0,11543176.0,4903296.0,70740260.0,0.0,69616588.0,2082816.0,30048960.0,0.0,29571648.0,433518850.0,0.0,426632630.0,0.0,0.0,419855794.0,884736.0,12764160.0,0.0,12561408.0,184149600.0,0.0,181224480.0,0.0,0.0,178345824.0,2656741625.0,0.0,2614540675.0,0.0,0.0,2573010065.0,0.0,0.0,0.0,2532139147.0
1359,216.0,378,378,756,769,804,1573,440,0,0,2329,1951,2.5,32,0,1,1,1,0,12.086725887897607,2,2,3,1,2,1,1,1,1,2,2,2,2,3,2,3,3,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,3,1,3,3,2,3,1,1,1,1,3,1,1,1,5,3,14,11,11,13,11,177500,591361.0,338360.0,193600.0,142884.0,142884.0,285768.0,303912.0,594594.0,142884.0,285768.0,303912.0,594594.0,571536.0,607824.0,1189188.0,646416.0,1264692.0,2474329.0,54010152.0,54010152.0,108020304.0,114878736.0,224756532.0,54010152.0,108020304.0,114878736.0,224756532.0,216040608.0,229757472.0,449513064.0,244345248.0,478053576.0,935296362.0,54010152.0,108020304.0,114878736.0,224756532.0,216040608.0,229757472.0,449513064.0,244345248.0,478053576.0,935296362.0,432081216.0,459514944.0,899026128.0,488690496.0,956107152.0,1870592724.0,519718464.0,1016812368.0,1989360516.0,3892119517.0
1165,0.0,680,289,1360,1432,0,1432,588,0,0,2792,2503,2.5,348,0,0,1,1,1,12.175613438045463,4,2,2,4,2,2,1,2,1,2,1,1,1,2,3,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,3,1,1,2,2,3,1,1,1,4,4,1,1,1,2,2,23,21,11,13,11,194000,2050624.0,842016.0,345744.0,462400.0,196520.0,924800.0,0.0,973760.0,83521.0,393040.0,0.0,413848.0,1849600.0,0.0,1947520.0,0.0,0.0,2050624.0,314432000.0,133633600.0,628864000.0,0.0,662156800.0,56794280.0,267267200.0,0.0,281416640.0,1257728000.0,0.0,1324313600.0,0.0,0.0,1394424320.0,24137569.0,113588560.0,0.0,119602072.0,534534400.0,0.0,562833280.0,0.0,0.0,592630336.0,2515456000.0,0.0,2648627200.0,0.0,0.0,2788848640.0,0.0,0.0,0.0,2936493568.0
1384,0.0,0,816,816,1416,0,1416,576,0,0,2232,1416,2.0,112,0,0,1,1,0,11.626254150277232,2,2,2,4,2,1,1,1,1,3,2,1,2,2,3,1,3,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,3,1,1,4,2,3,1,1,2,1,1,3,1,1,2,2,14,21,11,13,11,112000,2005056.0,815616.0,331776.0,0.0,0.0,0.0,0.0,0.0,665856.0,665856.0,0.0,1155456.0,665856.0,0.0,1155456.0,0.0,0.0,2005056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543338496.0,543338496.0,0.0,942852096.0,543338496.0,0.0,942852096.0,0.0,0.0,1636125696.0,543338496.0,0.0,942852096.0,0.0,0.0,1636125696.0,0.0,0.0,0.0,2839159296.0
72,0.0,565,280,845,845,0,845,360,0,0,1690,1410,2.0,0,0,0,1,1,0,11.771436160121729,1,2,2,1,2,1,1,2,1,3,2,1,2,1,3,2,3,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,3,2,2,3,1,1,1,1,1,1,1,1,2,3,14,21,11,12,11,129500,714025.0,304200.0,129600.0,319225.0,158200.0,477425.0,0.0,477425.0,78400.0,236600.0,0.0,236600.0,714025.0,0.0,714025.0,0.0,0.0,714025.0,180362125.0,89383000.0,269745125.0,0.0,269745125.0,44296000.0,133679000.0,0.0,133679000.0,403424125.0,0.0,403424125.0,0.0,0.0,403424125.0,21952000.0,66248000.0,0.0,66248000.0,199927000.0,0.0,199927000.0,0.0,0.0,199927000.0,603351125.0,0.0,603351125.0,0.0,0.0,603351125.0,0.0,0.0,0.0,603351125.0
368,305.0,371,728,1099,1431,0,1431,296,0,0,2530,1802,1.5,174,0,0,1,1,1,12.013700752882718,4,2,4,2,2,2,1,2,1,3,2,1,1,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,2,3,1,4,2,1,2,1,1,1,1,4,1,1,1,3,2,22,21,11,12,11,165000,2047761.0,423576.0,87616.0,137641.0,270088.0,407729.0,0.0,530901.0,529984.0,800072.0,0.0,1041768.0,1207801.0,0.0,1572669.0,0.0,0.0,2047761.0,51064811.0,100202648.0,151267459.0,0.0,196964271.0,196624064.0,296826712.0,0.0,386495928.0,448094171.0,0.0,583460199.0,0.0,0.0,759719331.0,385828352.0,582452416.0,0.0,758407104.0,879279128.0,0.0,1144903032.0,0.0,0.0,1490770008.0,1327373299.0,0.0,1728363231.0,0.0,0.0,2250489339.0,0.0,0.0,0.0,2930345991.0
1389,160.0,1320,426,1746,1746,0,1746,758,0,0,3492,3066,3.0,240,0,0,1,1,1,12.841325847671216,1,2,1,4,2,2,2,3,1,2,2,1,2,4,2,4,3,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,3,1,1,4,1,4,1,1,1,4,3,1,1,1,4,4,22,11,11,11,11,377500,3048516.0,1323468.0,574564.0,1742400.0,562320.0,2304720.0,0.0,2304720.0,181476.0,743796.0,0.0,743796.0,3048516.0,0.0,3048516.0,0.0,0.0,3048516.0,2299968000.0,742262400.0,3042230400.0,0.0,3042230400.0,239548320.0,981810720.0,0.0,981810720.0,4024041120.0,0.0,4024041120.0,0.0,0.0,4024041120.0,77308776.0,316857096.0,0.0,316857096.0,1298667816.0,0.0,1298667816.0,0.0,0.0,1298667816.0,5322708936.0,0.0,5322708936.0,0.0,0.0,5322708936.0,0.0,0.0,0.0,5322708936.0
885,60.0,432,460,892,892,0,892,288,0,0,1784,1324,1.0,0,0,0,1,1,0,11.512925464970229,1,2,2,1,2,1,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,1,2,2,4,2,14,21,11,12,11,100000,795664.0,256896.0,82944.0,186624.0,198720.0,385344.0,0.0,385344.0,211600.0,410320.0,0.0,410320.0,795664.0,0.0,795664.0,0.0,0.0,795664.0,80621568.0,85847040.0,166468608.0,0.0,166468608.0,91411200.0,177258240.0,0.0,177258240.0,343726848.0,0.0,343726848.0,0.0,0.0,343726848.0,97336000.0,188747200.0,0.0,188747200.0,366005440.0,0.0,366005440.0,0.0,0.0,366005440.0,709732288.0,0.0,709732288.0,0.0,0.0,709732288.0,0.0,0.0,0.0,709732288.0
463,0.0,553,0,864,864,0,864,360,0,0,1728,1728,1.0,236,0,0,1,1,1,11.041048081342682,1,2,1,1,2,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,3,1,3,2,2,2,1,1,1,1,1,4,2,1,4,2,24,21,11,12,11,62383,746496.0,311040.0,129600.0,305809.0,0.0,477792.0,0.0,477792.0,0.0,0.0,0.0,0.0,746496.0,0.0,746496.0,0.0,0.0,746496.0,169112377.0,0.0,264218976.0,0.0,264218976.0,0.0,0.0,0.0,0.0,412812288.0,0.0,412812288.0,0.0,0.0,412812288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644972544.0,0.0,644972544.0,0.0,0.0,644972544.0,0.0,0.0,0.0,644972544.0
1348,100.0,80,1652,1732,1776,0,1776,712,0,0,3508,1856,3.0,0,0,0,1,1,1,12.554836882168736,1,2,4,4,2,2,2,2,1,2,2,1,2,4,2,4,3,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,3,1,1,4,1,4,1,1,1,1,1,1,1,1,2,4,22,11,11,13,23,283463,3154176.0,1264512.0,506944.0,6400.0,132160.0,138560.0,0.0,142080.0,2729104.0,2861264.0,0.0,2933952.0,2999824.0,0.0,3076032.0,0.0,0.0,3154176.0,512000.0,10572800.0,11084800.0,0.0,11366400.0,218328320.0,228901120.0,0.0,234716160.0,239985920.0,0.0,246082560.0,0.0,0.0,252334080.0,4508479808.0,4726808128.0,0.0,4846888704.0,4955709248.0,0.0,5081604864.0,0.0,0.0,5210698752.0,5195695168.0,0.0,5327687424.0,0.0,0.0,5463032832.0,0.0,0.0,0.0,5601816576.0
323,172.0,28,0,1502,1553,1177,2728,576,0,0,4232,4232,3.5,297,0,1,1,1,1,12.614865543731012,1,2,3,2,2,2,1,1,1,2,2,1,2,4,2,3,3,2,2,2,2,2,2,1,2,2,3,4,1,2,1,2,2,3,3,1,1,2,1,3,1,1,1,4,4,1,2,1,2,3,23,11,11,13,11,301000,2411809.0,894528.0,331776.0,784.0,0.0,42056.0,32956.0,76384.0,0.0,0.0,0.0,0.0,2256004.0,1767854.0,4097456.0,1385329.0,3210856.0,7441984.0,21952.0,0.0,1177568.0,922768.0,2138752.0,0.0,0.0,0.0,0.0,63168112.0,49499912.0,114728768.0,38789212.0,89903968.0,208375552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3388518008.0,2655316708.0,6154378912.0,2080764158.0,4822705712.0,11177859968.0,1630532233.0,3779177512.0,8759215168.0,20301732352.0
91,0.0,0,0,105,1040,0,1040,420,0,0,1040,1040,1.0,29,0,0,1,0,0,11.607326140391711,1,2,1,1,2,1,1,1,1,3,2,1,2,1,2,1,1,2,1,2,1,2,3,3,3,2,2,1,2,1,1,1,1,1,2,1,3,1,2,3,1,1,1,1,2,1,1,2,1,1,14,21,12,12,11,109900,1081600.0,436800.0,176400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11025.0,0.0,109200.0,0.0,0.0,1081600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157625.0,0.0,11466000.0,0.0,0.0,113568000.0,0.0,0.0,0.0,1124864000.0
842,0.0,0,650,650,958,581,1539,686,0,0,2189,1539,2.0,216,0,1,1,1,1,11.967180737247824,3,3,1,2,1,1,1,1,1,3,2,1,2,2,3,1,3,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,3,1,3,2,2,3,1,1,2,1,4,3,1,1,3,1,24,21,11,13,11,157500,917764.0,657188.0,470596.0,0.0,0.0,0.0,0.0,0.0,422500.0,422500.0,377650.0,1000350.0,422500.0,377650.0,1000350.0,337561.0,894159.0,2368521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274625000.0,274625000.0,245472500.0,650227500.0,274625000.0,245472500.0,650227500.0,219414650.0,581203350.0,1539538650.0,274625000.0,245472500.0,650227500.0,219414650.0,581203350.0,1539538650.0,196122941.0,519506379.0,1376110701.0,3645153819.0
77,0.0,228,724,952,952,0,952,283,0,0,1904,1180,1.0,0,0,0,1,1,0,11.818570237796182,1,2,2,1,2,2,1,1,1,3,2,1,2,1,3,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,3,1,14,21,12,12,11,135750,906304.0,269416.0,80089.0,51984.0,165072.0,217056.0,0.0,217056.0,524176.0,689248.0,0.0,689248.0,906304.0,0.0,906304.0,0.0,0.0,906304.0,11852352.0,37636416.0,49488768.0,0.0,49488768.0,119512128.0,157148544.0,0.0,157148544.0,206637312.0,0.0,206637312.0,0.0,0.0,206637312.0,379503424.0,499015552.0,0.0,499015552.0,656164096.0,0.0,656164096.0,0.0,0.0,656164096.0,862801408.0,0.0,862801408.0,0.0,0.0,862801408.0,0.0,0.0,0.0,862801408.0
1276,567.0,220,708,928,928,992,1920,400,0,0,2848,2140,2.0,0,0,1,1,1,0,11.827736204810265,2,2,4,3,2,1,1,2,1,3,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,3,4,1,3,1,2,3,1,3,1,1,1,1,1,2,2,1,14,21,12,22,11,137000,861184.0,371200.0,160000.0,48400.0,155760.0,204160.0,218240.0,422400.0,501264.0,657024.0,702336.0,1359360.0,861184.0,920576.0,1781760.0,984064.0,1904640.0,3686400.0,10648000.0,34267200.0,44915200.0,48012800.0,92928000.0,110278080.0,144545280.0,154513920.0,299059200.0,189460480.0,202526720.0,391987200.0,216494080.0,419020800.0,811008000.0,354894912.0,465172992.0,497253888.0,962426880.0,609718272.0,651767808.0,1261486080.0,696717312.0,1348485120.0,2609971200.0,799178752.0,854294528.0,1653473280.0,913211392.0,1767505920.0,3420979200.0,976191488.0,1889402880.0,3656908800.0,7077888000.0
685,30.0,0,1195,1195,1195,644,1839,486,0,0,3034,1839,2.5,81,0,1,1,1,0,12.30591798049989,1,2,1,4,2,2,1,3,1,1,2,1,2,4,2,3,3,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,3,3,1,1,3,1,3,1,1,1,1,4,1,1,1,5,3,14,11,11,12,11,221000,1428025.0,580770.0,236196.0,0.0,0.0,0.0,0.0,0.0,1428025.0,1428025.0,769580.0,2197605.0,1428025.0,769580.0,2197605.0,414736.0,1184316.0,3381921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706489875.0,1706489875.0,919648100.0,2626137975.0,1706489875.0,919648100.0,2626137975.0,495609520.0,1415257620.0,4041395595.0,1706489875.0,919648100.0,2626137975.0,495609520.0,1415257620.0,4041395595.0,267089984.0,762699504.0,2177957124.0,6219352719.0
1203,0.0,0,884,884,884,464,1348,216,0,0,2232,1348,2.0,208,0,1,1,1,1,11.669929213779891,3,3,1,1,2,1,1,2,1,3,2,1,1,2,3,1,3,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,3,1,3,2,2,2,1,1,2,1,1,4,1,1,4,2,24,21,11,12,11,117000,781456.0,190944.0,46656.0,0.0,0.0,0.0,0.0,0.0,781456.0,781456.0,410176.0,1191632.0,781456.0,410176.0,1191632.0,215296.0,625472.0,1817104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690807104.0,690807104.0,362595584.0,1053402688.0,690807104.0,362595584.0,1053402688.0,190321664.0,552917248.0,1606319936.0,690807104.0,362595584.0,1053402688.0,190321664.0,552917248.0,1606319936.0,99897344.0,290219008.0,843136256.0,2449456192.0
1100,206.0,704,567,1271,1601,0,1601,478,0,0,2872,2305,2.0,0,0,0,1,1,1,11.964001084330445,1,2,3,3,2,2,1,1,1,2,1,1,2,4,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,3,1,1,2,1,3,1,1,1,1,1,1,1,1,4,2,23,21,11,12,12,157000,2563201.0,765278.0,228484.0,495616.0,399168.0,894784.0,0.0,1127104.0,321489.0,720657.0,0.0,907767.0,1615441.0,0.0,2034871.0,0.0,0.0,2563201.0,348913664.0,281014272.0,629927936.0,0.0,793481216.0,226328256.0,507342528.0,0.0,639067968.0,1137270464.0,0.0,1432549184.0,0.0,0.0,1804493504.0,182284263.0,408612519.0,0.0,514703889.0,915955047.0,0.0,1153771857.0,0.0,0.0,1453334967.0,2053225511.0,0.0,2586321041.0,0.0,0.0,3257828471.0,0.0,0.0,0.0,4103684801.0
612,233.0,605,427,1032,1032,0,1032,564,0,500,2064,1637,2.5,0,0,0,1,1,1,11.908340237224891,4,2,3,2,2,2,1,2,1,2,2,1,1,3,3,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,3,1,1,2,2,3,1,1,1,1,1,1,2,2,2,2,23,21,11,12,11,148500,1065024.0,582048.0,318096.0,366025.0,258335.0,624360.0,0.0,624360.0,182329.0,440664.0,0.0,440664.0,1065024.0,0.0,1065024.0,0.0,0.0,1065024.0,221445125.0,156292675.0,377737800.0,0.0,377737800.0,110309045.0,266601720.0,0.0,266601720.0,644339520.0,0.0,644339520.0,0.0,0.0,644339520.0,77854483.0,188163528.0,0.0,188163528.0,454765248.0,0.0,454765248.0,0.0,0.0,454765248.0,1099104768.0,0.0,1099104768.0,0.0,0.0,1099104768.0,0.0,0.0,0.0,1099104768.0
573,0.0,0,846,846,846,846,1692,650,0,0,2538,1692,2.5,322,0,1,1,1,0,12.321630986164449,1,2,3,3,2,2,2,2,1,2,2,1,2,4,2,4,4,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,3,1,1,4,1,3,1,1,1,4,4,1,1,2,4,4,14,21,11,13,23,224500,715716.0,549900.0,422500.0,0.0,0.0,0.0,0.0,0.0,715716.0,715716.0,715716.0,1431432.0,715716.0,715716.0,1431432.0,715716.0,1431432.0,2862864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605495736.0,605495736.0,605495736.0,1210991472.0,605495736.0,605495736.0,1210991472.0,605495736.0,1210991472.0,2421982944.0,605495736.0,605495736.0,1210991472.0,605495736.0,1210991472.0,2421982944.0,605495736.0,1210991472.0,2421982944.0,4843965888.0
283,166.0,904,410,1314,1314,0,1314,626,0,0,2628,2218,3.0,234,0,0,1,1,1,12.24288661865289,1,2,1,1,2,1,1,1,1,1,2,2,2,4,2,4,4,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,4,1,3,1,1,1,4,4,1,1,1,4,4,22,11,11,13,11,207500,1726596.0,822564.0,391876.0,817216.0,370640.0,1187856.0,0.0,1187856.0,168100.0,538740.0,0.0,538740.0,1726596.0,0.0,1726596.0,0.0,0.0,1726596.0,738763264.0,335058560.0,1073821824.0,0.0,1073821824.0,151962400.0,487020960.0,0.0,487020960.0,1560842784.0,0.0,1560842784.0,0.0,0.0,1560842784.0,68921000.0,220883400.0,0.0,220883400.0,707904360.0,0.0,707904360.0,0.0,0.0,707904360.0,2268747144.0,0.0,2268747144.0,0.0,0.0,2268747144.0,0.0,0.0,0.0,2268747144.0
1460,0.0,830,136,1256,1256,0,1256,276,0,0,2512,2376,2.5,804,0,0,1,1,0,11.901583454762012,1,2,3,2,2,1,1,1,1,3,2,1,2,2,3,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,1,1,2,1,2,1,1,1,4,4,1,1,1,3,2,14,11,11,12,11,147500,1577536.0,346656.0,76176.0,688900.0,112880.0,1042480.0,0.0,1042480.0,18496.0,170816.0,0.0,170816.0,1577536.0,0.0,1577536.0,0.0,0.0,1577536.0,571787000.0,93690400.0,865258400.0,0.0,865258400.0,15351680.0,141777280.0,0.0,141777280.0,1309354880.0,0.0,1309354880.0,0.0,0.0,1309354880.0,2515456.0,23230976.0,0.0,23230976.0,214544896.0,0.0,214544896.0,0.0,0.0,214544896.0,1981385216.0,0.0,1981385216.0,0.0,0.0,1981385216.0,0.0,0.0,0.0,1981385216.0
1209,0.0,504,319,931,1283,0,1283,506,0,0,2214,1895,2.0,0,0,0,1,1,0,11.84939770159144,1,2,2,1,2,1,1,1,1,3,2,1,2,2,3,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,2,3,1,3,2,2,3,1,1,1,1,1,1,1,1,3,2,14,21,11,12,11,140000,1646089.0,649198.0,256036.0,254016.0,160776.0,469224.0,0.0,646632.0,101761.0,296989.0,0.0,409277.0,866761.0,0.0,1194473.0,0.0,0.0,1646089.0,128024064.0,81031104.0,236488896.0,0.0,325902528.0,51287544.0,149682456.0,0.0,206275608.0,436847544.0,0.0,602014392.0,0.0,0.0,829628856.0,32461759.0,94739491.0,0.0,130559363.0,276496759.0,0.0,381036887.0,0.0,0.0,525102391.0,806954491.0,0.0,1112054363.0,0.0,0.0,1532508859.0,0.0,0.0,0.0,2111932187.0
