Id,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,ScreenPorch,MiscVal,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice_log,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,HeatingQC,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,MoSold,YrSold,YrBltAndRemod,NewFirePlaces,NewExterQualCond,NewCentrAirElec,NewKitchen,NewSale,SalePrice
838,158.0,330,153,483,483,504,987,264,0,0,1470,1317,2.5,0,0,1,1,1,0,11.512925464970229,2,3,1,1,2,1,1,1,1,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,3,1,3,2,2,2,1,1,1,1,1,1,1,1,3,2,14,21,11,12,11,100000
481,378.0,1261,572,1833,1850,0,1850,772,0,0,3683,3111,3.0,631,0,0,1,1,1,12.694652660348844,1,2,4,4,2,2,1,2,1,1,2,1,2,4,2,3,3,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,3,1,1,3,1,4,1,1,1,4,4,1,1,1,1,3,22,11,11,13,11,326000
786,0.0,251,491,1372,1342,0,1342,457,197,0,2714,2223,2.0,197,0,0,1,1,1,11.992260421644849,1,2,3,2,2,1,1,1,1,2,1,1,2,3,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,3,1,1,2,2,3,1,1,1,1,1,1,1,1,4,2,22,21,11,12,11,161500
1000,24.0,686,501,1187,1208,0,1208,632,0,0,2395,1894,3.0,166,0,0,1,1,0,12.235631447771718,1,2,2,1,2,1,1,1,1,2,2,1,2,4,2,4,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,4,1,3,1,1,1,3,4,1,1,3,5,4,14,11,11,13,11,206000
997,0.0,915,135,1050,1050,0,1050,368,0,0,2100,1965,2.0,319,0,0,1,1,0,11.824079893607152,1,2,2,2,2,2,1,1,1,3,2,1,2,2,3,2,2,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,3,1,1,2,2,2,1,1,1,1,4,1,1,1,1,2,14,21,11,12,11,136500
929,0.0,0,1753,1753,1788,0,1788,522,0,0,3541,1788,2.0,353,0,0,1,1,1,12.373703486914124,1,2,2,3,2,1,1,1,1,2,2,1,2,4,2,3,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,3,1,1,3,1,3,1,1,1,4,4,1,1,1,4,3,23,11,11,11,11,236500
266,210.0,588,606,1422,1422,0,1422,576,0,0,2844,2238,2.0,276,0,0,1,1,1,12.075394321888057,1,2,3,3,2,2,1,1,1,2,2,1,2,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,3,1,1,2,1,3,1,1,1,4,1,1,3,1,3,2,23,21,11,13,11,175500
1149,0.0,0,572,572,572,539,1111,288,0,0,1683,1111,1.0,176,0,1,1,1,1,11.66907414746016,3,3,1,1,2,1,1,1,1,3,2,1,1,4,3,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,3,1,3,2,2,2,1,1,1,1,1,4,1,1,3,1,22,21,11,12,11,116900
949,144.0,0,936,936,936,840,1776,474,0,0,2712,1776,2.5,240,0,1,1,1,1,12.167851432709975,1,2,2,4,2,2,1,1,1,2,2,1,2,4,2,3,3,2,1,1,2,1,2,1,3,2,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,3,4,1,1,3,1,3,23,11,11,13,11,192500
414,0.0,0,1008,1008,1028,0,1028,360,0,0,2036,1028,1.0,130,0,0,1,1,1,11.652687407345388,2,3,1,2,1,1,1,1,1,3,1,1,2,2,3,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,3,1,3,1,2,3,1,1,1,1,1,3,1,1,5,1,22,21,12,12,11,115000
228,127.0,321,162,483,483,504,987,280,0,0,1470,1308,1.5,0,0,1,1,1,0,11.571194373094205,2,3,1,1,2,1,1,1,1,3,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,3,1,3,2,2,2,1,1,1,1,1,1,1,1,3,2,14,21,11,12,11,106000
513,0.0,521,169,864,864,0,864,624,0,0,1728,1559,2.0,0,0,0,1,1,0,11.77452020265869,1,2,2,2,2,1,1,2,1,3,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,3,1,3,2,2,3,1,1,1,1,1,1,1,2,1,1,14,21,11,12,11,129900
1406,174.0,1373,221,1594,1646,0,1646,482,155,0,3240,3019,3.5,336,0,0,1,1,1,12.524526376648708,1,3,1,1,2,2,2,1,2,2,2,3,2,4,2,3,3,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,3,1,1,3,1,3,1,1,1,3,4,1,1,1,3,3,22,11,11,13,11,275000
415,0.0,50,499,1080,1080,1017,2097,678,0,0,3177,2678,3.0,383,0,1,1,1,1,12.337100907936575,1,2,1,3,2,2,1,3,1,2,2,1,2,4,2,3,3,2,1,1,1,1,2,1,1,2,3,2,1,1,2,2,2,2,3,1,1,3,2,4,1,1,1,4,4,1,1,1,3,3,23,11,11,13,11,228000
382,0.0,0,1293,1293,1301,0,1301,572,0,0,2594,1301,3.0,337,0,0,1,1,1,12.14286656962638,1,2,1,1,1,1,1,1,1,2,2,1,2,4,2,4,3,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,3,1,1,4,1,3,1,1,1,4,4,1,1,1,1,4,22,11,11,13,23,187750
1093,0.0,423,758,1181,1390,304,1694,576,0,0,2875,2117,2.0,470,0,1,1,1,1,11.824079893607152,3,2,1,1,2,1,2,1,1,3,2,1,1,3,2,1,1,2,2,2,1,1,2,1,1,2,1,1,3,1,1,2,1,3,3,1,3,1,2,3,1,1,1,4,1,3,1,1,3,1,22,21,11,12,11,136500
1007,0.0,1237,420,1657,1657,0,1657,484,147,0,3314,2894,2.5,147,0,0,1,1,1,12.004568269319446,1,2,2,3,2,2,1,1,1,3,3,1,2,3,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,3,1,1,2,2,3,1,1,1,1,1,1,1,1,2,2,23,21,11,12,11,163500
765,0.0,437,0,1494,1494,0,1494,481,216,0,2988,2988,2.5,246,0,0,1,1,1,12.506177237980513,1,2,1,2,2,2,1,3,1,2,2,3,2,4,2,3,3,1,1,1,1,1,2,2,1,2,3,3,1,2,1,1,2,1,3,1,1,3,1,3,1,1,1,1,3,1,1,1,1,3,22,11,11,11,11,270000
1411,0.0,666,278,944,944,896,1840,622,0,0,2784,2506,3.5,45,0,1,1,1,0,12.345834587905332,1,2,3,3,2,1,1,1,1,2,2,1,2,4,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,1,3,1,3,1,1,1,1,4,1,1,1,4,3,14,11,11,13,11,230000
1409,0.0,0,622,622,741,622,1363,528,168,0,1985,1363,1.0,168,0,1,1,1,0,11.740061037553977,3,3,1,1,2,1,1,1,1,3,2,1,2,1,3,1,1,2,1,1,1,2,3,1,1,2,1,1,2,1,1,1,1,2,3,1,3,2,2,3,1,1,1,1,1,1,1,1,5,1,14,21,11,12,11,125500
312,0.0,680,292,972,972,0,972,240,0,0,1944,1652,2.0,0,0,0,1,1,1,11.790557201568507,1,2,1,1,2,1,1,1,1,3,2,1,2,3,3,1,3,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,3,1,3,1,2,2,1,1,1,1,1,1,1,1,4,2,22,21,11,12,11,132000
733,202.0,252,901,1153,1153,878,2031,541,0,0,3184,2283,2.5,276,0,1,1,1,1,12.312682380588432,1,2,3,3,2,2,1,1,1,2,2,1,2,4,2,3,3,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,4,4,1,1,2,3,3,23,11,11,13,11,222500
1057,240.0,659,705,1364,1364,0,1364,484,0,0,2728,2023,3.0,228,0,0,1,1,1,12.1326951757254,1,2,1,1,2,2,1,1,1,1,2,3,2,4,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,3,1,3,1,1,1,4,3,1,1,1,1,3,22,11,11,13,11,185850
640,0.0,1154,366,1520,1567,0,1567,648,0,0,3087,2721,3.0,312,0,0,1,1,1,12.485827127509433,1,2,1,1,2,1,1,1,1,2,2,3,2,4,2,4,3,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,3,1,1,4,1,4,1,1,1,4,1,1,1,1,1,4,22,11,11,11,23,264561
1251,0.0,1065,1045,2077,2110,0,2110,522,0,0,4220,3175,3.5,0,0,0,1,1,1,12.404923504275338,1,2,4,3,2,1,1,2,1,3,2,1,2,4,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,3,1,1,2,1,3,1,1,1,1,1,1,1,1,5,2,23,11,11,11,11,244000
747,0.0,300,652,952,980,1276,2256,554,0,0,3208,2556,2.5,278,0,1,1,1,1,12.371587084007746,1,2,2,2,2,2,1,1,1,2,2,1,2,4,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,3,1,2,3,1,3,1,1,1,4,4,1,1,1,4,3,23,11,11,13,11,236000
449,0.0,0,780,780,780,596,1376,198,0,0,2156,1376,2.0,0,0,1,1,1,1,11.691071650353702,3,3,1,1,2,1,2,1,1,3,2,1,1,3,3,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,3,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,22,21,11,12,11,119500
483,0.0,299,611,910,916,910,1826,164,0,0,2736,2125,2.5,0,0,1,1,1,1,11.951180395901384,3,3,1,1,1,1,1,2,1,3,2,1,2,4,3,1,3,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,3,3,2,1,1,2,2,3,3,1,1,1,1,1,1,4,2,22,11,11,11,11,155000
182,0.0,352,441,793,901,901,1802,216,0,0,2595,2154,1.5,40,0,1,1,1,1,12.206572520571823,3,2,1,1,2,1,1,1,1,2,2,1,2,4,3,1,1,2,2,1,1,2,3,1,1,2,1,1,2,1,1,1,2,3,3,1,3,1,2,2,3,1,1,1,1,2,1,2,1,1,22,21,11,12,11,200100
167,0.0,379,470,1617,1867,0,1867,303,142,0,3484,3014,2.0,618,0,0,1,1,1,12.154779351142624,1,2,3,2,2,2,1,1,1,2,2,1,2,2,2,1,3,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,4,1,1,2,1,4,2,22,11,12,12,11,190000
610,192.0,903,126,1029,1029,0,1029,261,0,0,2058,1932,2.0,103,0,0,1,1,0,11.682668239557325,1,2,2,1,2,1,1,1,1,3,1,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,3,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,14,22,11,12,11,118500
1224,44.0,756,1380,2077,2136,0,2136,528,0,0,4272,2892,2.0,30,0,0,1,1,0,11.834284063781393,1,2,3,2,2,1,1,1,1,3,2,1,2,2,1,1,1,1,2,2,2,2,2,3,1,2,1,1,2,1,1,2,1,3,3,1,3,1,2,3,1,1,1,1,3,1,2,1,1,1,14,21,22,12,11,137900
423,0.0,0,988,988,988,0,988,520,0,0,1976,988,1.0,0,0,0,1,1,0,11.635143097694478,1,2,4,4,2,1,2,1,2,3,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,3,3,1,14,21,12,12,11,113000
1321,0.0,189,628,1478,1478,0,1478,442,216,0,2956,2328,2.5,330,0,0,1,1,1,11.960811288962343,1,2,2,1,2,1,1,1,1,3,2,1,2,3,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,1,1,1,1,3,1,1,1,3,1,1,1,1,4,1,22,21,11,12,11,156500
1196,0.0,0,728,728,728,728,1456,400,0,0,2184,1456,2.5,124,0,1,1,1,0,12.078239274020287,1,2,1,1,2,2,1,1,1,2,2,1,2,3,2,3,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,3,2,1,1,2,3,3,14,21,11,13,11,176000
1004,164.0,0,1680,1680,1680,0,1680,528,0,0,3360,1680,2.0,0,0,0,1,1,0,11.827042533619087,2,2,3,3,2,2,1,2,1,2,1,2,2,2,3,2,2,2,1,1,2,2,2,1,1,2,1,1,3,1,1,2,1,3,3,1,3,2,2,3,1,1,1,1,1,1,1,1,2,2,14,21,11,22,11,136905
379,350.0,1445,411,1856,1856,0,1856,834,0,0,3712,3301,2.5,113,0,0,1,1,1,12.885202034321916,1,2,3,3,2,1,1,2,1,1,2,1,2,4,1,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,4,1,4,1,1,1,3,1,1,1,1,5,4,21,11,11,11,23,394432
203,0.0,617,0,617,865,445,1310,398,0,0,1927,1927,2.0,126,0,1,1,1,0,11.626254150277232,3,2,1,1,2,1,1,2,1,3,1,1,1,3,3,1,1,2,2,2,1,2,3,1,1,2,1,1,2,1,1,2,1,1,3,2,1,1,2,2,1,1,1,1,1,3,1,1,1,1,14,21,11,12,11,112000
218,0.0,0,686,686,810,518,1328,210,0,0,2014,1328,1.0,232,0,1,1,1,0,11.580584113444043,3,3,1,2,1,1,1,1,1,3,2,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,3,1,1,1,1,2,3,1,3,1,2,2,1,1,1,1,4,3,1,1,1,1,14,21,21,12,13,107000
846,0.0,1390,0,1390,1701,0,1701,611,0,0,3091,3091,3.0,0,0,0,1,1,1,12.049418835484795,4,2,2,4,2,2,1,3,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,3,2,4,2,1,3,1,1,1,1,1,1,1,1,2,2,23,21,11,12,11,171000
1373,0.0,975,133,1108,1108,989,2097,583,0,0,3205,3072,3.5,423,0,1,1,1,1,12.521977676925694,1,2,3,2,2,1,1,2,1,2,2,1,2,4,3,3,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,3,3,1,3,1,1,1,4,4,1,1,1,1,3,23,21,11,13,11,274300
1202,0.0,0,866,866,866,913,1779,546,0,0,2645,1779,2.5,234,0,1,1,1,0,12.195517131590655,1,2,3,2,2,1,1,2,1,2,2,1,2,4,2,3,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,4,3,1,1,1,4,3,14,21,11,13,11,197900
600,0.0,81,23,716,716,840,1556,452,0,0,2272,2249,3.5,161,0,1,1,1,1,11.925035115797062,2,3,1,1,2,1,1,1,1,3,2,2,2,3,3,2,2,2,2,2,1,2,2,1,1,2,3,2,2,2,1,2,2,2,3,1,1,2,1,3,1,1,1,4,1,1,3,2,3,2,23,21,11,12,11,151000
665,0.0,1721,356,2077,2097,0,2097,936,0,0,4174,3818,2.5,459,0,0,1,1,1,12.955127458028414,1,2,1,4,2,2,1,3,1,2,1,1,2,4,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,3,1,4,1,1,1,4,4,1,1,1,1,4,21,11,11,11,23,423000
330,0.0,0,596,596,596,596,1192,189,0,0,1788,1192,1.0,137,0,1,1,1,0,11.26446410567173,3,3,1,1,2,1,1,2,1,3,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,3,1,3,1,2,2,3,3,2,1,1,3,2,2,4,1,14,21,21,12,11,78000
1261,0.0,0,841,841,892,783,1675,502,0,0,2516,1675,2.5,103,0,1,1,1,1,12.106252310247962,1,2,2,4,2,2,1,3,1,2,1,1,2,3,2,3,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,2,3,1,3,1,1,1,1,4,1,1,1,4,3,23,21,11,12,11,181000
413,432.0,578,892,1470,1478,0,1478,484,0,0,2948,2056,3.5,144,0,0,1,1,1,12.310432660854415,1,2,3,1,2,2,1,1,1,2,2,1,2,4,2,4,4,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,3,1,1,4,1,3,1,1,1,1,4,1,1,1,5,4,22,11,11,13,23,222000
732,442.0,786,82,868,1146,0,1146,438,0,0,2014,1932,3.0,182,0,0,1,1,1,12.141534124392605,4,2,2,2,2,2,1,2,1,2,2,1,1,4,2,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,3,1,1,3,1,3,1,1,1,4,2,1,1,1,2,3,22,11,11,13,11,187500
1303,391.0,740,425,1165,1203,1323,2526,844,0,0,3691,3266,3.5,387,0,1,1,1,1,12.577636201962656,1,2,4,2,2,1,1,1,1,1,2,1,2,4,2,3,3,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,3,3,1,1,3,1,4,1,1,1,4,4,1,1,1,1,3,23,11,11,13,11,290000
1354,579.0,816,1217,2033,2053,1185,2728,666,0,0,5271,4054,3.5,369,0,1,1,1,1,12.92391243868049,3,2,1,4,2,2,1,3,1,1,2,1,1,4,2,3,3,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,3,3,1,1,3,1,4,1,1,1,4,4,1,1,1,5,3,21,11,11,13,11,410000
230,16.0,16,1357,1373,1555,0,1555,430,0,0,2928,1571,2.0,163,0,0,1,1,1,12.167851432709975,1,2,1,1,2,1,1,1,1,2,2,3,2,4,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,3,1,3,1,1,1,3,2,1,1,1,4,4,23,11,11,13,11,192500
181,456.0,436,320,756,769,756,1525,440,0,0,2281,1961,2.5,0,0,1,1,1,1,12.083905011555968,2,2,3,1,2,1,1,1,1,2,2,2,2,3,2,3,3,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,3,1,3,3,2,3,1,1,1,1,1,1,1,1,2,3,23,11,11,13,11,177000
185,0.0,0,504,504,936,316,1252,576,0,0,1756,1252,1.0,104,0,1,1,1,0,11.751942365440728,3,2,4,1,2,2,1,1,1,3,1,1,1,2,3,1,3,2,2,2,1,1,3,1,1,2,1,1,2,1,1,1,1,2,3,1,1,2,2,3,1,1,1,3,1,1,2,1,1,1,14,21,11,12,11,127000
367,247.0,609,785,1394,1394,0,1394,514,185,0,2788,2003,2.5,261,0,0,1,1,1,11.976659481202368,1,2,2,2,2,2,1,1,1,3,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,3,1,1,2,1,3,1,1,1,1,4,1,1,2,4,2,22,21,11,12,11,159000
425,74.0,616,580,1196,1196,0,1196,297,0,0,2392,1812,2.0,44,0,0,1,1,1,11.842229212112828,1,2,2,2,2,1,1,1,1,3,2,1,2,3,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,4,1,1,1,3,1,22,21,12,12,11,139000
9,0.0,0,952,952,1022,752,1774,468,0,0,2726,1774,2.0,295,0,1,1,1,1,11.77452020265869,3,3,1,1,2,1,1,1,1,3,1,1,1,4,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,3,2,3,1,2,3,3,1,1,2,1,4,1,1,3,1,23,21,12,22,12,129900
1153,0.0,296,230,1073,1811,0,1811,470,0,0,2884,2654,1.0,280,0,0,1,1,1,12.345834587905332,1,2,3,4,2,2,1,1,1,2,2,1,2,3,3,1,3,2,3,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,4,1,2,1,2,22,21,11,11,12,230000
160,456.0,57,1335,1392,1392,1070,2462,576,0,0,3854,2519,3.5,539,0,1,1,1,1,12.676076274775909,1,2,4,4,2,2,2,2,1,2,2,1,2,4,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,3,3,1,1,4,1,3,1,1,1,4,4,1,1,1,1,4,22,11,11,13,23,320000
1018,0.0,1036,184,1220,1360,0,1360,565,0,0,2580,2396,2.0,63,0,0,1,1,1,12.141534124392605,1,2,1,1,2,2,1,3,1,1,2,3,2,4,2,2,3,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,4,3,21,11,11,13,12,187500
1154,0.0,538,278,816,816,0,816,432,0,0,1632,1354,1.0,96,0,0,1,1,0,11.699405031912846,2,3,1,1,2,1,1,2,1,3,2,1,2,3,3,1,3,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,3,3,2,2,1,1,1,1,1,3,1,1,3,2,14,11,11,12,11,120500
1011,0.0,0,720,720,720,551,1271,312,0,0,1991,1271,2.0,108,0,1,1,1,1,11.813030057420567,3,2,4,4,2,1,1,1,1,3,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,3,3,1,1,1,2,2,1,1,1,1,1,3,1,1,3,1,22,21,11,12,11,135000
1273,114.0,560,0,935,935,0,935,288,0,0,1870,1870,2.0,180,0,0,1,1,0,11.827736204810265,1,2,2,3,2,2,1,3,1,3,2,1,2,2,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,3,1,1,2,2,2,1,1,1,4,1,1,2,1,1,2,14,21,11,12,11,137000
972,106.0,567,197,764,764,862,1626,474,0,0,2390,2193,2.0,27,0,1,1,1,0,12.061046873479915,2,2,1,1,2,1,1,1,1,1,2,2,2,4,2,3,3,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,2,3,1,3,1,1,1,1,2,1,1,2,4,3,14,11,11,13,11,173000
1374,700.0,1282,1351,2077,2223,0,2633,804,0,0,5266,3915,3.5,454,0,0,1,1,1,13.053013299269535,1,2,4,3,2,1,1,1,1,1,2,1,2,4,2,3,3,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,3,1,1,3,1,4,1,1,1,4,4,1,1,1,2,3,22,11,11,11,11,466500
944,0.0,0,1632,1632,1632,0,1632,576,0,0,3264,1632,2.0,0,0,0,1,1,0,11.870599909242044,2,2,4,4,2,1,2,1,1,3,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,3,3,1,1,2,2,3,1,1,2,1,1,1,1,1,2,2,14,21,11,22,11,143000
697,0.0,616,0,616,616,0,616,205,0,0,1232,1232,1.0,129,0,0,1,1,0,11.396391648714276,2,3,1,1,2,1,1,1,1,3,2,1,2,2,3,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,3,1,2,2,1,1,1,1,1,3,1,1,1,1,14,21,11,12,11,89000
616,156.0,763,173,936,1054,0,1054,480,0,0,1990,1817,2.0,120,0,0,1,1,0,11.831379196088765,4,2,3,2,2,1,1,1,1,3,1,1,1,3,3,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,2,3,1,1,2,1,3,1,1,1,3,1,1,2,1,5,2,14,21,11,13,12,137500
101,28.0,1200,410,1610,1610,0,1610,480,0,0,3220,2810,3.0,236,0,0,1,1,1,12.230765258120543,1,2,3,2,2,2,1,1,1,2,2,1,2,3,3,2,3,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,3,1,1,2,1,3,1,1,1,4,4,1,1,3,5,3,23,21,11,13,11,205000
928,342.0,552,280,832,1098,880,1978,486,0,0,2810,2530,2.5,43,0,1,1,1,1,12.078239274020287,1,2,3,2,2,1,1,1,1,2,1,1,2,4,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,3,3,1,1,2,1,3,1,1,1,1,3,1,3,1,3,2,22,21,11,12,11,176000
1012,0.0,0,0,105,1664,0,1664,0,0,0,1664,1664,2.0,0,0,0,0,0,0,11.512925464970229,2,2,3,2,2,1,1,1,1,3,2,2,2,2,2,2,2,1,3,2,1,2,3,3,3,2,2,1,2,1,1,2,1,3,3,1,5,1,3,1,3,3,1,1,1,1,1,1,5,2,14,21,21,22,11,100000
11,0.0,906,134,1040,1040,0,1040,384,0,0,2080,1946,2.0,0,0,0,1,1,0,11.771436160121729,1,2,2,3,2,1,1,1,1,3,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,3,1,3,2,2,2,1,1,1,1,1,1,1,3,3,2,14,21,11,12,11,129500
450,0.0,331,318,649,679,504,1183,308,0,0,1832,1514,1.5,176,0,1,1,1,0,11.695247021764184,3,3,1,1,2,1,1,1,1,3,2,1,1,1,3,1,3,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,3,1,3,2,2,2,1,1,1,1,4,1,1,1,2,2,14,21,11,12,11,120000
971,0.0,0,720,720,720,472,1192,0,0,0,1912,1192,1.5,0,0,1,0,1,0,11.813030057420567,3,2,1,2,2,1,1,1,1,3,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,3,3,1,5,1,3,1,3,3,1,1,1,1,1,1,1,1,14,21,22,12,12,135000
461,110.0,544,288,832,832,1103,1935,552,0,0,2767,2479,3.5,150,0,1,1,1,0,12.481561937216318,1,2,3,1,2,2,1,1,1,2,1,1,2,4,2,4,4,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,2,4,1,3,1,1,1,1,4,1,1,1,4,4,14,11,11,12,23,263435
1324,0.0,280,140,420,708,0,708,0,0,0,1128,988,1.0,164,0,0,0,1,0,11.320553572322773,2,2,1,1,2,1,2,1,1,3,2,1,2,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,3,1,5,1,3,1,3,3,1,4,1,1,1,1,4,1,14,21,11,12,11,82500
1375,0.0,0,1026,1026,1026,932,1958,936,0,0,2984,1958,2.5,364,0,1,1,1,1,12.429216196844385,1,2,3,2,2,1,1,1,1,2,2,1,2,4,2,3,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,3,1,4,1,1,1,3,4,1,1,2,3,3,22,11,11,13,11,250000
490,0.0,515,115,630,630,0,630,286,0,0,1260,1145,2.0,0,0,0,1,1,0,11.362102575235644,2,3,1,1,2,1,1,1,1,3,2,2,1,1,3,2,3,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,3,14,21,11,13,11,86000
741,0.0,0,264,264,768,664,1432,360,0,0,1696,1432,2.0,382,0,1,1,1,0,11.790557201568507,3,3,1,2,1,1,1,1,1,3,2,1,2,2,3,1,3,2,2,2,1,2,3,3,1,2,1,1,1,1,1,2,1,1,3,1,3,1,2,3,1,2,1,4,1,3,3,1,2,1,14,21,11,12,12,132000
1357,65.0,340,524,864,892,0,892,264,0,0,1756,1232,1.0,0,0,0,1,1,0,11.608235644774552,1,2,2,2,2,1,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,1,2,1,3,2,14,21,11,12,11,110000
